so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,ma_icd,trang_thai_xac_nhan,dang_bao_che,danh_muc,ham_luong,url_nguon
VNA-2684-04,Alverin citrat 40mg,Alverine citrate,"Chỉ định Alverine
- Ðiều trị triệu chứng các biểu hiện đau do rối loạn chức năng đường tiêu hóa và đường mật. 
- Ðiều trị các biểu hiện đau hay co thắt vùng tiết niệu - sinh dục (đau bụng kinh, đau khi sanh, đau quặn thận và đau đường niệu, dọa sẩy thai, sanh khó);.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-1540/alverin-citrat-40mg.aspx
VD-3007-07,Doganci-500mg,Acetaminophen,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-141/doganci-500mg.aspx
VN-15519-12,Daflon,diosmin 450mg; hesperidin 50mg,"Chỉ định
Suy tĩnh mạch - mạch bạch huyết (nặng chân vào buồi sáng, đau chân)


Bệnh trĩ cấp


Dược lực:
 
Thuốc trợ tĩnh mạch và bảo vệ mạch máu.
 
Dược lý : 


Thuốc có tác động trên hệ thống mạch máu trở về tim :
 
- ở tĩnh mạch, thuốc làm giảm tính căng giãn của tĩnh mạch và làm giảm ứ trệ ở tĩnh mạch ;
 
- ở vi tuần hoàn, thuốc làm bình thường hóa tính thấm của mao mạch và tăng cường sức bền của mao mạch.
 
- Về dược lý lâm sàng : các nghiên cứu mù đôi có kiểm soát trong đó sử dụng các phương pháp cho phép quan sát và đánh giá hoạt tính của thuốc trên động lực máu ở tĩnh mạch đã xác nhận các đặc tính dược lý của thuốc trên người.
 
Tương quan giữa liều dùng và hiệu lực :
 
Mối tương quan liều dùng/hiệu lực, có ý nghĩa đáng kể về phương diện thống kê, được thiết lập dựa trên các thông số của phương pháp ghi biến đổi thể tích của tĩnh mạch : dung kháng, tính căng giãn và thời gian tống máu. Các kết quả cho thấy rằng tương quan tốt nhất giữa liều dùng và hiệu lực thu được khi dùng 2 viên 500mg /ngày.
 
Tác động trợ tĩnh mạch
 
Thuốc làm tăng trương lực của tĩnh mạch : dùng máy ghi biến đổi thể tích cho thấy có sự giảm thời gian tống máu ở tĩnh mạch.
 
Tác động trên vi tuần hoàn :
 
Các nghiên cứu mù đôi có kiểm soát cho thấy rằng có sự khác nhau đáng kể về mặt thống kê giữa thuốc và placebo. Ở bệnh nhân có các dấu hiệu mao mạch bị giòn, dễ vỡ, thuốc làm tăng cường sức bền của mao mạch được đo bằng phương pháp đo sức bền của mạch máu (angiosterrométrie).",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-42754/daflon.aspx
VN-18689-15,Lopran,Loperamid hydroclorid 2mg,"Chỉ định Loperamide
- Ðiều trị triệu chứng tiêu chảy cấp và mạn tính. 
- Giảm tần số đi tiêu, giảm thể tích phân, làm tăng thêm độ đặc của phân trên những bệnh nhân mở thông hồi tràng",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-47458/lopran.aspx
VD-28373-17,Donova,Diacerein 50mg,"Chỉ định Diacerein
Ðiều trị các bệnh thoái hoá khớp (viêm xương khớp & các bệnh liên quan).",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-55966/donova.aspx
VD-28908-18,Givet-4,Mỗi gói 1g chứa: Montelukast natri tương đương Montelukast 4mg,"Chỉ định Montelukast
Montelukast được sử dụng để ngăn chặn các triệu chứng thở khò khè, khó thở, tức ngực và ho do hen suyễn. 
Montelukast cũng được sử dụng để ngăn ngừa co thắt phế quản (khó thở); trong khi tập luyện, điều trị các triệu chứng của viêm mũi dị ứng cấp tính hoặc mãn tính (các triệu chứng của viêm mũi dị ứng như: hắt hơi và ngạt mũi, chảy nước mũi hoặc ngứa mũi). Montelukast là thuốc đối kháng thụ thể leukotrien (LTRAs).",,Pending,Thuốc cốm uống,,,https://thuocbietduoc.com.vn/thuoc-56369/givet-4.aspx
VD-28903-18,Deruff-4,Galantamin (dưới dạng Galantamin hydrobromid) 4mg,"Chỉ định Galantamine
Galantamine được chỉ định trong điều trị triệu chứng sa sút trí tuệ do căn nguyên mạch máu và dạng sa sút trí tuệ do bệnh Alzheimer mức độ nhẹ đến khá nặng, có hay không có liên quan bệnh lý mạch máu não.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-55810/deruff-4.aspx
VN-0713-06,Klacid MR,Clarithromycin,"Chỉ định Clarithromycin
Các bệnh nhiễm khuẩn do vi khuẩn nhạy cảm: 


- Nhiễm trùng đường hô hấp: viêm xoang, viêm họng, viêm tai giữa, viêm phế quản cấp và mạn tính, viêm phổi cộng đồng. 
- Nhiễm trùng da và mô mềm mức độ nhẹ đến vừa. 
- Nhiễm khuẩn bội nhiễm trên bệnh nhân nhiễm HIV do nhiễm Mycobacterium avium hay M. avium complex (MAC). 
- Viêm loét dạ dày-tá tràng do nhiễm H. pylori (thường phối hợp với một thuốc ức chế tiết acid dịch vị).",,Pending,Viên nén giải phóng có điều chỉnh-500mg,,,https://thuocbietduoc.com.vn/thuoc-8583/klacid-mr.aspx
VD-23000-15,Alphachymotrypsine choay,Chymotrypsin 21 microkatals,"Chỉ định
Kháng viêm. Dùng trong điều trị phù nề sau chấn thương hoặc sau mổ (ví dụ: tổn thương mô mềm, chấn thương cấp, bong gân, dập tim mộ, khối tụ máu, tan máu bầm, nhiễm trùng, phù nề mi mắt. chuột rút và chấn thương do thể thao);. 


Làm lỏng các dịch tiết ở đường hô hấp trên ở người bệnh hen, viêm phế quản, các bệnh phổi và viêm xoang.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-49990/alphachymotrypsine-choay.aspx
VN-2026-06,Xatral XL 10mg,Alfuzosin hydrochloride 10mg,"Chỉ định
Ðiều trị triệu chứng của bướu lành tiền liệt tuyến.",,Pending,Viên nén phóng thích chậm,,,https://thuocbietduoc.com.vn/thuoc-1358/xatral-xl-10mg.aspx
VN-18150-14,Crestor 10mg,Rosuvastatin (dưới dạng Rosuvastatin calci) 10mg,"Chỉ định
Tăng cholesterol máu nguyên phát (loại lia kể cả thăng cholesterol máu gia đình kiểu dị hợp tử) hoặc rối loạn lipid máu hỗn hợp (loại llB). Tăng cholesterol máu gia đình kiểu đồng hợp tử.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-46981/crestor-10mg.aspx
VN-17434-13,Flamipio,Loperamide HCl 2mg,"Chỉ định Loperamide
- Ðiều trị triệu chứng tiêu chảy cấp và mạn tính. 
- Giảm tần số đi tiêu, giảm thể tích phân, làm tăng thêm độ đặc của phân trên những bệnh nhân mở thông hồi tràng",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-45066/flamipio.aspx
VN-7533-09,Devodil 50,Sulpiride,"Chỉ định
Thuốc được dùng bằng đường uống trong:


Điều trị triệu chứng ngắn ngày chứng lo âu ở người lớn trong trường hợp thất bại với các điều trị thông thường.


50 - 150 mg/ngày trong tối đa 4 tuần.


Tâm thần phân liệt cấp và mạn tính.


Bệnh nhân có triệu chứng âm tính: Khởi đầu uống 200 - 400 mg, ngày 2 lần, nếu cần có thể tăng đến liều tổng cộng là 800 mg/ngày.
Bệnh nhân có triệu chứng dương tính: 400 mg/lần, ngày 2 lần, nếu cần tăng liều đến liều tối đa 1,2 g/lần, ngày 2 lần.
Bệnh nhân có triệu chứng âm và dương tính kết hợp: 400 - 600 mg/lần, ngày 2 lần.


Người cao tuổi:


Liều dùng giống như liều người lớn. Nên dùng với liều thấp khởi đầu là 50 - 100 mg/lần, ngày 2 lần, sau đó điều chỉnh liều khi cần.
Trẻ em trên 14 tuổi:
3 - 5 mg/kg/ngày.
Trẻ em dưới 14 tuổi: Không có chỉ định.


Bệnh nhân suy thận:


- Bệnh nhân có hệ số thanh thải creatinin từ 30 - 60 ml/phút: Liều khuyên dùng nên giảm còn 2/3 so với liều bình thường.
- Bệnh nhân có hệ số thanh thải creatinin từ 10 - 30 ml/phút: Liều khuyên dùng nên giảm còn 1/2 so với liều bình thường.
- Bệnh nhân có hệ số thanh thải creatinin < 10 ml/phút: Liều khuyên dùng nên giảm còn 1/3 so với liều bình thường. Hoặc, có thể kéo dài khoảng cách giữa các liều lần lượt tương ứng bằng 1,5; 2; 3 lần so với người bình thường.
Tuy nhiên, nếu có thể không nên dùng sulpirid cho người suy thận từ mức độ vừa.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-30308/devodil-50.aspx
VD-25166-16,Babysolvan,Ambroxol hydroclorid 15mg/5ml,"Chỉ định Ambroxol
Ðiều trị các rối loạn về sự bài tiết ở phế quản, chủ yếu trong các bệnh phế quản cấp tính: viêm phế quản cấp tính, giai đoạn cấp tính của các bệnh phế quản-phổi mạn tính.",,Pending,Dung dịch uống,,,https://thuocbietduoc.com.vn/thuoc-53169/babysolvan.aspx
VN-2610-07,Maecran,"Vitamin A, Vitamin C, Beta caroten, Kẽm oxid, đồng oxid, Selen, mangan sulfate","Chỉ định
- Tăng cường sinh lực của cơ thể trong các tình trạng suy nhược, gầy mòn, thiếu máu, mệt mỏi, chán ăn, suy sụp tinh thần, thời kỳ dưỡng bệnh, phụ nữ có thai, cho con bú, các bệnh nhân ăn kiêng hoặc mất cân đối trong chế độ điều trị hoặc do công tác. 
 - Hỗ trợ điều trị trong các bệnh mạn tính, người cai nghiện, bệnh xơ vữa động mạch, các bệnh tuổi già. 


 - Các tình trạng căng thẳng quá độ (stress);, lo âu làm việc trí óc.",,Pending,Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-22198/maecran.aspx
VN-10298-05,Diflucan 150mg,Fluconazole,"Chỉ định Fluconazole
- Nhiễm nấm Candida niêm mạc: mũi, miệng, hầu họng, kể cả bệnh nhân suy giảm miễn dịch. Nấm Candida âm đạo cấp tính hay tái phát, nấm chân, thân, bẹn. - Ðiều trị và phòng ngừa nhiễm nấm Candida ở bệnh nhân bị bệnh ác tính, AIDS. - Viêm màng não do Cryptococcus hoặc phòng ngừa tái phát viêm màng não do Cryptococcus ở bệnh nhân AIDS.",,Pending,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-11420/diflucan-150mg.aspx
VN-18443-14,Emanera 20mg,Esomeprazol (dưới dạng Esomeprazol magnesium dihydrate) 20mg,"Chỉ định Esomeprazole
Esomeprazole sodium được chỉ định trong bệnh trào ngược dạ dày-thực quản trên bệnh nhân viêm thực quản và/hoặc có triệu chứng trào ngược nặng như là một liệu pháp thay thế cho dạng uống khi liệu pháp dùng qua đường uống không thích hợp.",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-47273/emanera-20mg.aspx
VN-15377-12,Contractubex,"dịch chiết xuất hành tây, Heparin natri, Allantoin","Chỉ định
Các vết sẹo phì đại, sẹo lồi, sẹo gây hạn chế cử động, sẹo biến dạng, sẹo do phẫu thuật, cắt cụt, sẹo do bỏng & sẹo do tai nạn. Chứng co cứng Dupuytren, co cứng do chấn thương gân, co cứng do ảnh hưởng các vết sẹo. Phỏng.",,Pending,Gel bôi ngoài da,,,https://thuocbietduoc.com.vn/thuoc-42452/contractubex.aspx
VD-25035-16,Partamol Tab.,Paracetamol 500mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-53025/partamol-tab.aspx
VN-13849-11,Gaviscon,"Natri alginate, Natri bicarbonate, Calci carbonate","Chỉ định
DƯỢC LỰC Natri alginate: Natri alginate phản ứng với acid dạ dày tạo thành một lớp gel alginic ngăn cản sự trào ngược dạ dày-thực quản. Natri bicarbonate: Natri bicarbonate phản ứng với acid dạ dày tạo thành khí carbon dosixide CO2. Khí CO2 tạo bọt và làm nổi tủa lơ lửng gel alginic. Calci carbonate: Calci carbonate phản ứng với acid dạ dày hình thành ion Ca2+. Ion Ca2+ tạo liên kết chéo với lớp màng gel alginic, làm bền vững lớp màng gel alginic. Sau khi uống, thuốc phản ứng nhanh với acid dạ dày tạo thành một lớp gel acid alginic có pH gần trung tính và lơ lửng phía trên các chất trong dạ dày làm cản trở một cách hiệu quả sự trào ngược dạ dày-thực quản (cho đến 4 giờ). Trong các trường hợp nặng, lớp gel có thể tự trào ngược vào thực quản, hơn là các chất trong dạ dày, và tạo tác dụng làm dịu. Gaviscon làm giảm triệu chứng trong vòng 5 phút đến 74% bệnh nhân. Gaviscon làm giảm chứng ợ nóng đến 84% bệnh nhân. Tác dụng kéo dài hơn 4 giờ ở 75% bệnh nhân. DƯỢC ĐỘNG HỌC Cơ chế tác dụng của thuốc là cơ chế vật lý và không phụ thuộc vào sự hấp thu vào tuần hoàn toàn thân. Natri alginate hình thành một lớp gel nổi trên đỉnh dạ dày và ngăn ngừa trào ngược acid. Natri alginate không được hấp thu vào máu. Các dữ liệu hấp thu, phân bố, chuyển hóa, thải trừ không được ghi nhận do Gaviscon không được hấp thu vào tuần hoàn toàn thân. CHỈ ĐỊNH Điều trị các triệu chứng của trào ngược dạ dày-thực quản như ợ nóng, khó tiêu và ợ chua liên quan đến sự trào ngược như sau bữa ăn, hoặc trong khi mang thai, hoặc trên những bệnh nhân có các triệu chứng liên quan với viêm thực quản do trào ngược.",,Pending,Hỗn dịch uống,,,https://thuocbietduoc.com.vn/thuoc-40981/gaviscon.aspx
VN-1543-06,Stresam,Etifoxine hydrochloride,"Chỉ định
Các biểu hiện tâm thần & thực thể của stress gây lo âu như căng thẳng, khó tập trung, rối loạn trí nhớ, rối loạn giấc ngủ, rối loạn thần kinh thực vật & nhất là các biểu hiện tim mạch, tiêu hóa như hồi hộp, tim đập nhanh, đánh trống ngực, tăng HA, đau ngực, cảm giác nghẹt thở, hội chứng ruột kích thích, loét dạ dày-tá tràng...",,Pending,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-11120/stresam.aspx
VD-22155-15,Pomatat,"Magnesi (dưới dạng Magnesi aspartat 140 mg) 11,8 mg; Kali (dưới dạng Kali aspartat 158 mg) 36,2 mg","Chỉ định
Bổ sung magiê và kali, thường được sử dụng để điều trị suy tim, đau tim, rối loạn nhịp tim. Thuốc cũng giúp cải thiện khả năng dung nạp glycoside tim và bổ sung trong những trường hợp cơ thể thiếu hụt kali và magiê.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-48774/pomatat.aspx
