so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
V101-H12-10,Happymax,"Hà thủ ô đỏ, Bạch linh, Ngưu tất, Câu kỳ tử, Thỏ ty tử, Phá cốt chỉ, Đương quy","Chỉ định Hà thủ ô đỏ
- Bổ máu, chống viêm.
- Chữa thận suy, yếu gan, thần kinh suy nhược, ăn ngủ kém.
- Sốt rét mạn tính, thiếu máu, ít sữa.
- Các bệnh của phụ nữ sau khi đẻ, xích bạch đới.
- Đau lưng, thấp khớp, di tinh, khí hư, đại tiện ra máu.
- Đái buốt, đái dắt, đái ra máu (lao lâm).
- Mẩn ngứa, bệnh ngoài da.
- Uống lâu ngày chữa người già xơ cứng mạch máu não, huyết áp cao hoặc nam giới tinh yếu khó có con.
- Chữa huyết hư máu nóng, tóc khô hay rụng, sớm bạc, hồi hộp chóng mặt, ù tai hoa mắt, lưng gối rũ mỏi, khô khát táo bón.
- Điều kinh bổ huyết.",,,,https://thuocbietduoc.com.vn/thuoc-36927/happymax.aspx
VNA-4218-05,Cotrimoxazol 480mg,"Sulfamethoxazole, Trimethoprim","Chỉ định Sulfamethoxazole
Điều trị các nhiễm khuẩn do vi khuẩn nhạy cảm. - Nhiễm khuẩn tiết, sinh dục. - Nhiễm khuẩn hô hấp: viêm phế quản, viêm phổi, viêm xoang, viêm tai giữa... - Nhiễm khuẩn đường tiêu hoá.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-20393/cotrimoxazol-480mg.aspx
VN-2695-07,Retento-800 tablets,Piracetam,"Chỉ định Piracetam
Điều trị các triệu chứng chóng mặt. Các tổn thương sau chấn thương sọ não và phẫu thuật não: rối loạn tâm thần, tụ máu, liệt nửa người và thiếu máu cục bộ.  Các rối loạn thần kinh trung ương: chóng mặt, nhức đầu, lo âu, sảng rượu, rối loạn ý thức. Suy giảm trí nhớ, thiếu tập trung, sa sút trí tuệ ở người già. Thiếu máu hồng cầu hình liềm. Các trường hợp thiếu máu cục bộ cấp. Điều trị nghiện rượu. Điều trị thiếu máu hồng cầu liềm. Dùng bổ trợ trong điều trị giật rung cơ có nguồn gốc vỏ não.",Viên nén bao phim-800mg,,,https://thuocbietduoc.com.vn/thuoc-18105/retento-800-tablets.aspx
VD-5253-08,Romylid - 50mg,Roxithromycin,"Chỉ định Roxithromycin
Nhiễm trùng do chủng được xác định là có nhạy cảm với kháng sinh, chủ yếu trong: - Nhiễm trùng đường hô hấp trên: viêm họng, viêm amidan, viêm xoang. - Nhiễm trùng đường hô hấp dưới: viêm phổi, viêm phế quản, bệnh phế quản kinh niên bội nhiễm, viêm phổi không điển hình. - Nhiễm trùng da và mô mềm. - Nhiễm trùng cơ quan sinh dục không do lậu cầu: viêm niệu đạo, viêm cổ tử cung-âm đạo. - Nhiễm trùng răng miệng.",Thuốc bột pha hỗn dịch uống,,,https://thuocbietduoc.com.vn/thuoc-28340/romylid-50mg.aspx
VD-0568-06,"Dexamethason 0,5mg",Dexamethasone acetate,"Chỉ định
Điều trị các tình trạng dị ứng, nổi mề đay, phù Quincke, hen suyễn, khó thở liên tục. Một số bệnh phế quản nghẽn mãn tính, bệnh xơ phổi, chứng viêm màng não mủ, viêm thần kinh thị giác, viêm mũi dị ứng, viêm xoang cấp hay mãn tính, cơn kịch phát viêm trực kết tràng chảy máu, viêm khớp và viêm đa khớp. Các bệnh da: Pemphigus, eczema, viêm gan mãn tính, hoạt động tự miễn dịch, ban xuất huyết, phù não do u hay chấn thương.",Viên nén hình oval,,,https://thuocbietduoc.com.vn/thuoc-9488/dexamethason-05mg.aspx
VNA-3774-00,Dextromethorphan 15mg,Dextromethorphan,"Chỉ định Dextromethorphan
Chứng ho do họng & phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải các chất kích thích. Ho không đờm, mạn tính.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-9626/dextromethorphan-15mg.aspx
VN-1537-06,Arconate,DL-alpha-tocopherol,,Viên nang mềm-400IU,,,https://thuocbietduoc.com.vn/thuoc-10258/arconate.aspx
VNB-2809-05,Doroxim 125mg,Cefuroxime,"Chỉ định Cefuroxime
Nhiễm khuẩn đường hô hấp dưới như viêm phổi và viêm phế quản cấp và mạn.  Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn ở tai, mũi, họng ví dụ như viêm tai giữa, viêm xoang, viêm amydale và viêm họng.",Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-6770/doroxim-125mg.aspx
VN-2490-06,Nikethamide injection,Nikethamide,"Chỉ định Nikethamide
Các trường hợp sốc, ngạt, trúng độc, mất nhịp tim, suy hô hấp & tuần hoàn ở người mới ốm dậy, bị ngộ độc do thuốc ngủ hoặc khi nghỉ dùng các glycosid tim.",Thuốc tiêm-250mg/ml,,,https://thuocbietduoc.com.vn/thuoc-16605/nikethamide-injection.aspx
VD-0349-06,Pimeran 10mg,Metoclopramide,"Chỉ định Metoclopramide
Ðiều trị triệu chứng buồn nôn và nôn. Các biểu hiện khó tiêu do rối loạn nhu động ruột. Chuẩn bị cho một vài xét nghiệm đường tiêu hóa (dạng tiêm);.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-15692/pimeran-10mg.aspx
VN-3904-07,Lincostar,Lincomycin hydrochloride,"Chỉ định Lincomycin
Nhiễm khuẩn nặng ở tai mũi họng, phế quản-phổi, miệng, da, sinh dục, xương khớp, ổ bụng, nhiễm khuẩn huyết.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-14131/lincostar.aspx
VD-5684-08,Tanikin,"Cao bạch quả, Cao lô hội, Vitam D3, B1, B2, B6, PP","Chỉ định Ginkgo biloba
- Ðiều trị mất trí nhớ ngắn hạn, suy giảm tâm thần, thiếu nhạy bén và minh mẫn tâm thần, trầm cảm, khó khăn trong việc tập trung tư tưởng. 
- Ðiều trị các rối loạn chức năng cơ hữu của não, có kèm theo sự sa sút trí tuệ. 
- Ðiều trị hội chứng khập khễnh gián cách, bệnh võng mạc (thoái hóa vết chấm, bệnh võng mạc thuộc đái tháo), các hội chứng thuộc thiểu năng tai trong (nhức đầu, chóng mặt, ù tai...), lãng tai ở người cao tuổi. Di chứng sau các tai nạn huyết mạch thuộc não và chấn thương sọ. 
- Trạng thái lão suy (kể cả bệnh Alzheimer), chứng bất lực. 
- Chứng giòn mao mạch. 
- Hội chứng trước kinh nguyệt, nhức đầu... 
- Thuốc đã chứng tỏ là chất bổ sung thực phẩm rất tốt cho nhiều người, và đã tạo nên một cảm giác toàn hảo về sức khỏe rất tốt, đặc biệt ở các người cao tuổi.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-27909/tanikin.aspx
VD-5559-08,Thekacin 500mg,Amikacin,"Chỉ định Amikacin
Amikacin được chỉ định điều trị trong thời gian ngắn những nhiễm khuẩn nặng do những chủng nhạy cảm gồm: Pseudomonas sp., Escherichia coli, Proteus sp., Klebsiella sp., Enterobacter sp., Serratia sp., Acinetobacter sp., Citrobacter freundii. Các nghiên cứu lâm sàng cho thấy Amikacin có tác dụng tốt trong nhiễm khuẩn huyết (cả nhiễm khuẩn huyết ở trẻ sơ sinh), những nhiễm khuẩn nặng ở đường hô hấp, xương và khớp, hệ thần kinh trung ương (bao gồm viêm màng não), da và mô mềm, nhiễm khuẩn trong ổ bụng (bao gồm viêm phúc mạc), nhiễm khuẩn do bỏng và nhiễm trùng hậu phẫu. Các nghiên cứu lân sàng cũng cho thấy Amikacin cũng có tác dụng tốt trong những biến chứng nặng và nhiễm khuẩn đường niệu tái đi tái lại do những vi khuẩn kể trên. Nên phối hợp với kháng sinh thuộc họ bêta-lactam để có tác dụng tối ưu.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-28034/thekacin-500mg.aspx
V940-H12-05,Acetylcystein 200mg,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-876/acetylcystein-200mg.aspx
VNB-0585-00,Acetylcystein 200mg,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Thuốc cốm,,,https://thuocbietduoc.com.vn/thuoc-888/acetylcystein-200mg.aspx
VN-10351-05,Amolic,"Amoxicilline, clavulanate potassium","Chỉ định Clavulanate Potassium
Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. 
Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. 
Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ). 
Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật).",Bột pha dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-2075/amolic.aspx
VN-2234-06,Sideryl oplossing voor injectie i.v,Sắt saccarat,"Chỉ định Sắt
Phòng và điều trị thiếu máu do thiếu sắt. Không có sự khác biệt về khả năng hấp thu sắt khi sắt được bào chế dưới dạng các loại muối khác nhau.",Dung dịch tiêm tĩnh mạch chậm-500mg/5ml,,,https://thuocbietduoc.com.vn/thuoc-19358/sideryl-oplossing-voor-injectie-iv.aspx
VN-9235-04,Wokadine ointment 10% W/W,Povidone Iodine,"Chỉ định Povidone iodine
Khử khuẩn và sát khuẩn các vết thương ô nhiễm và da, niêm mạc trước khi phẫu thuật. Lau rửa các dụng cụ y tế trước khi tiệt khuẩn.",Thuốc mỡ bôi da,,,https://thuocbietduoc.com.vn/thuoc-18281/wokadine-ointment-10-ww.aspx
VN-4368-07,Calnif retard,Nifedipine,"Chỉ định Nifedipine
Nifedipine 10mg: - Dự phòng cơn đau thắt ngực: đau thắt ngực do cố gắng, đau thắt ngực tự phát (bao gồm đau thắt ngực Prinzmetal): dùng đường uống. - Ðiều trị cơn cao huyết áp: ngậm dưới lưỡi. - Ðiều trị triệu chứng hiện tượng Raynaud nguyên phát hoặc thứ phát - Điều trị cơn: ngậm dưới lưỡi - Dự phòng tái phát: dùng đường uống. - Cao huyết áp. Nifedipine 30mg: - Cao huyết áp. - Ðau thắt ngực ổn định mãn tính (đau thắt ngực do gắng sức).",Viên nén bao phim giải phóng chậm-20mg,,,https://thuocbietduoc.com.vn/thuoc-23151/calnif-retard.aspx
VD-4588-07,Newgifar,Ketoconazole,"Chỉ định Ketoconazole
- Nhiễm nấm ở da, tóc và móng do vi nấm ngoài da và/hoặc nấm men (nấm da cạn, nấm móng, nhiễm Candida quanh móng, lang ben, nấm da đầu, viêm nang lông do Pityrosporum, nhiễm vi nấm Candida niêm mạc và da mãn tính) mà các trường hợp nhiễm này không thể điều trị tại chỗ được do vị trí hoặc sự lan rộng của thương tổn, hoặc do nhiễm vi nấm sâu ở da, hay không đáp ứng với điều trị tại chỗ.
 - Nhiễm nấm men ở đường tiêu hóa. 
- Nhiễm candida âm đạo tái phát, mãn tính mà không đáp ứng với điều trị tại chỗ.
 - Nhiễm nấm nội tạng như nhiễm Candida nội tạng, nhiễm Paracoccidioides, Histoplasma, Coccidioides, Blastomyces. 
- Ðiều trị dự phòng cho những bệnh nhân giảm sút cơ chế đề kháng (do di truyền, do bệnh lý, hoặc do thuốc) với nguy cơ gia tăng các nhiễm vi nấm. Ketoconazole không thâm nhập tốt vào hệ thần kinh trung ương, vì vậy không nên điều trị viêm màng não do nấm bằng ketoconazole đường uống.",Kem bôi da,,,https://thuocbietduoc.com.vn/thuoc-23839/newgifar.aspx
VD-4776-08,AcetaExtra,"Acetaminophen, Caffeine","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén dài bao phim,,,https://thuocbietduoc.com.vn/thuoc-24942/acetaextra.aspx
VD-11248-10,Chlorpheniramin 4mg,Chlorpheniramine 4mg,"Chỉ định Clorpheniramin
Các trường hợp dị ứng ngoài da như mày đay, eczema, dị ứng đường hô hấp như sổ mũi, ngạt mũi .",,,,https://thuocbietduoc.com.vn/thuoc-36813/chlorpheniramin-4mg.aspx
V1012-H12-10,Sirô bổ tỳ H/D,"Đảng sâm, bạch truật, ý dĩ, liên nhục, hoài sơn, cát cánh, cam thảo, sa nhân, trần bì...",Kiện tỳ ích khí – nâng cao khả năng tiêu hóa của tỳ vị.,,,,https://thuocbietduoc.com.vn/thuoc-36696/siro-bo-ty-hd.aspx
VN-7604-09,Fromilid film-coated tablets 500mg,Clarithromycin,"Chỉ định Clarithromycin
Các bệnh nhiễm khuẩn do vi khuẩn nhạy cảm: 


- Nhiễm trùng đường hô hấp: viêm xoang, viêm họng, viêm tai giữa, viêm phế quản cấp và mạn tính, viêm phổi cộng đồng. 
- Nhiễm trùng da và mô mềm mức độ nhẹ đến vừa. 
- Nhiễm khuẩn bội nhiễm trên bệnh nhân nhiễm HIV do nhiễm Mycobacterium avium hay M. avium complex (MAC). 
- Viêm loét dạ dày-tá tràng do nhiễm H. pylori (thường phối hợp với một thuốc ức chế tiết acid dịch vị).",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-30049/fromilid-film-coated-tablets-500mg.aspx
VD-30521-18,Dercifera 500,Deferasirox 500 mg,"Chỉ định Deferasirox
Quá tải sắt mạn tính ở bệnh nhân bị:


(1); beta thalassemia thể nặng do truyền máu thường xuyên (≥ 7mL hồng cầu lắng/kg/tháng, ≥ 6 tuổi. hoặc, 2- 5 tuổi. bị chống chỉ định dùng deferoxamine hoặc điều trị bằng deferoxamine không thỏa đáng) hoặc truyền máu không thường xuyên (< 7mL hồng cầu lắng/kg/tháng, ≥ 2 tuổi. bị chống chỉ định dùng deferoxamine hoặc điều trị bằng deferoxamine không thỏa đáng)


(2) các bệnh thiếu máu khác (≥ 2 tuổi. bị chống chỉ định dùng deferoxamine hoặc điều trị bằng deferoxamine không thỏa đáng)
(3) hội chứng Thalassemia không phụ thuộc truyền máu và có ít nhất 5mg sắt/g trọng lượng khô của gan và ferritin huyết thanh > 300mcg/L (≥ 10 tuổi.).",Viên nén phân tán,,,https://thuocbietduoc.com.vn/thuoc-59451/dercifera-500.aspx
VD-25859-16,Metronidazol,Mỗi 100ml chứa: Metronidazol 500mg,"Chỉ định Metronidazole
- Bệnh do amip. 
- Bệnh đường niệu-sinh dục do trichomonas. 
- Viêm âm đạo không đặc hiệu. 
- Bệnh do Giardia intestinalis. 
- Ðiều trị các nhiễm trùng do vi khuẩn kỵ khí trong phẫu thuật. 
- Ðiều trị dự phòng nhiễm trùng do vi khuẩn kỵ khí trong các trường hợp phẫu thuật có nguy cơ cao. 
- Dùng liên tục với đường tiêm truyền để điều trị hoặc phòng ngừa nhiễm trùng do vi khuẩn kỵ khí.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-53816/metronidazol.aspx
VD-22833-15,Cefdinir 300 Glomed,Cefdinir 300 mg,"Chỉ định Cefdinir
Trong các nhiễm trùng gây ra bởi những dòng vi khuẩn nhạy cảm với cefdinir như: Staphylococcus sp., Streptococcus sp., Streptococcus pneumoniae, Peptostreptococcus sp., Propionibacterium sp., Neisseria gonorrhea, Branhamella catarrhatis, Escherichia coli, Klebsiella sp., Proteus mirabilis, Providencia sp., và Heamophilus influenza bao gồm các bệnh lý sau: Nhiễm trùng hô hấp trên & dưới. Viêm nang lông, nhọt, chốc lở, viêm quầng, viêm tấy, viêm mạch hay hạch bạch huyết, chín mé, viêm quanh móng, áp-xe dưới da, viêm tuyến mồ hôi, vữa động mạch nhiễm trùng, viêm da mủ mạn tính. Viêm thận-bể thận, viêm bàng quang. Viêm phần phụ tử cung, viêm tử cung, viêm tuyến Bartholin.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-49604/cefdinir-300-glomed.aspx
