so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VD-2022-06,Philoyvitan,Cao carduus marianus……………………200mg; Thiamin nitrat………………………………8mg; Pyridoxin Hcl……………………………….8mg; Riboflavin……………………………………8mg; Nicotinamid…………………………………24mg; Ca pantothenat…………………………….16mg;,"Chỉ định Thiamin monohydrat
Ðiều trị và phòng bệnh thiếu thiamin. 
Hội chứng Wernicke và hội chứng Korsakoff, viêm đa dây thần kinh do rượu, beriberi, bệnh tim mạch có nguồn gốc do dinh dưỡng ở người nghiện rượu mạn tính, phụ nữ mang thai, người có rối loạn đường tiêu hóa và những người nuôi dưỡng bằng đường tĩnh mạch, thẩm phân màng bụng và thận nhân tạo.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-4537/philoyvitan.aspx
VN-9569-10,Fluticasone Propionate nasal spray,Fluticasone propionate,"Chỉ định Fluticasone
Dùng dự phòng và điều trị chứng viêm mũi dị ứng theo mùa bao gồm dị ứng bụi hay phấn hoa (sốt cỏ khô) và viêm mũi quanh năm. Polyp mũi. 
Thuốc có khả năng kháng viêm nhưng khi dùng tại chỗ ở niêm mạc mũi không thấy có tác dụng toàn thân.",Thuốc xịt mũi,,,https://thuocbietduoc.com.vn/thuoc-33111/fluticasone-propionate-nasal-spray.aspx
VD-21564-14,Femirat,"Sắt fumarat 30,5mg; Acid folic 0,2mg; Cyanocobalamin 0,1% 1mg; Lysin hydrochlorid 200 mg","Chỉ định Ferrous fumarate
Phòng và điều trị bệnh thiếu máu do thiếu sắt như: sau cắt dạ dày, hội chứng suy dinh dưỡng và mang thai.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-48183/femirat.aspx
VD-1884-06,Pharnaraton Ginseng,"Cao nhân sâm, vitamin A, B1, B6, C, D3, B2, PP, B5, calci, magnesi, kali, sắt, kẽm, mangan","Chỉ định Vitamin A
Trẻ em chậm lớn, mắc bệnh nhiễm khuẩn hô hấp.
Quáng gà, khô mắt, rối loạn nhìn màu mắt.
Bệnh vẩy cá , bệnh trứng cá, chứng tóc khô dễ gãy, móng chân, móng tay bị biến đổi. Hội chứng tiền kinh, rối loạn mãn kinh, xơ teo âm hộ.
Chứng mất khứu giác, viêm mũi họng mãn, điếc do nhiễm độc, ù tai.
Nhiễm khuẩn hô hấp, tiêu hóa, phòng thiếu hụt Vitamin A ở người mới ốm dậy, phụ nữ cho con bú, cường giáp.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-4889/pharnaraton-ginseng.aspx
VNB-3105-05,Lidocain 40mg/2ml,Lidocaine hydrochloride,"Chỉ định Lidocaine hydrochloride
Gây tê trong phẫu thuật, răng hàm mặt, chống loạn nhịp tim. Lidocain là thuốc chọn lọc để điều trị ngoại tâm thu thất trong nhồi máu cơ tim, điều trị nhịp nhanh thất và rung tâm thất.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-6715/lidocain-40mg2ml.aspx
VD-28463-17,Huether 50,Topiramat 50mg,"Chỉ định
- Ðiều trị đơn độc hoặc hỗ trợ cơn động kinh khởi phát cục bộ hoặc có cơn động kinh toàn thể có co cứng - giật rung. - Phòng ngừa đau nửa đầu.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-56563/huether-50.aspx
VN-6009-08,Sis-bone Film-Coated Tablet,"Calcium Lactat, Calcium gluconat, Calcium Carbonat, Ergocalciferol","Chỉ định Vitamin D2
Phòng thiếu vitamin D; thiếu vitamin D do kém hấp thu hoặc trong bệnh gan mạn tính; hạ calci - huyết do giảm năng cận giáp. Các chỉ định cụ thể như sau: Còi xương do dinh dưỡng, do chuyển hoá và nhuyễn xương bao gồm: Hạ phosphat trong máu - kháng vitamin D liên kết X, còi xương phụ thuộc vitamin D, loạn dưỡng xương do thận hoặc hạ calci - huyết thứ phát do bệnh thận mạn tính; Thiểu năng cận giáp và thiểu năng cận giáp giả. Phòng và điều trị loãng xương, kể cả loãng xương do corticosteroid, Ngoài ra còn được dùng để điều trị bệnh lupus thông thường, viêm khớp dạng thấp và vẩy nến.",Viên bao phim,,,https://thuocbietduoc.com.vn/thuoc-27208/sis-bone-film-coated-tablet.aspx
VD-0858-06,Argyrol 1%,Argyrol,"Chỉ định Argyrol
• Viêm kết mạc cấp và bán cấp
• Viêm bờ mi
• Viêm tuyến lệ
• Phòng viêm giác mạc ở trẻ sơ sinh do lậu cầu
• Sát trùng mũi họng trẻ sơ sinh, đề phòng viêm mắt – mũi – họng sau đẻ",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-2371/argyrol-1.aspx
VD-27155-17,Vincynon 500,Mỗi ống 2ml chứa: Etamsylat 500mg,"Chỉ định Etamsylate
Phòng & điều trị trong & sau các phẫu thuật, trong tai mũi họng, trong nha khoa, trong sản phụ khoa, trong nhãn khoa, trong chảy máu đường tiêu hoá, đường tiết niệu & trong các bệnh truyền nhiễm, rối loạn tuần hoàn mạch.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-58837/vincynon-500.aspx
VD-29876-18,Amlodipin 5mg,Amlodipin (dưới dạng Amlodipin besilat) 5mg,"Chỉ định Amlodipine
Dùng một mình để điều trị cao huyết áp, hoặc nếu cần, có thể phối hợp với thuốc lợi tiểu thiazid, thuốc chẹn bêta hoặc thuốc ức chế men chuyển. Ðiều trị thiếu máu cơ tim, đau thắt ngực ổn định hoặc đau thắt ngực vận mạch (Prinzmetal). Thuốc có thể dùng một mình hoặc phối hợp với những thuốc chống đau thắt ngực khác, hoặc dùng trong các trường hợp kháng với nitrat và/hoặc thuốc chẹn bêta.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-54814/amlodipin-5mg.aspx
VNB-4671-05,Tiffy dey,"Acetaminophen, Chlorpheniramine, Phenylephrine hydrochloride","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-571/tiffy-dey.aspx
VN-10179-05,Albumin 20%gCC,Human Serum Albumin,,Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-12633/albumin-20gcc.aspx
VD-28701-18,Vin-Hepa 5g/10ml,L-Ornithin-L-Aspartat 5g/10ml,"Chỉ định L-Ornithin L-Aspartat
Hỗ trợ điều trị một số bệnh lý ở gan như viêm gan mạn tính,viêm gan do rượu. Điều trị các rối loạn khởi phát trong tiền hôn mê gan, hôn mê gan. Các tình trạng tăng amoniac huyết trong các bệnh gan: viêm gan cấp và mạn tính, xơ gan, gan nhiễm mỡ, bệnh não gan.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-58844/vin-hepa-5g10ml.aspx
VN-1394-06,Aciclovir cream BP 5%,Acyclovir,"Chỉ định
- Nhiễm Herpes thông thường (loại I và II), nhiễm virus, herpes tiền phát & tái phát của các cơ quan sinh dục, herpes môi. - Điều trị nhiễm trùng da và niêm mạc do virus.",Kem-5%,,,https://thuocbietduoc.com.vn/thuoc-1116/aciclovir-cream-bp-5.aspx
VD-27464-17,Rheumapain - H,Mỗi viên chứa: Cao khô dược liệu (tương đương: Hy thiêm 760 mg; Thương nhĩ tử 400 mg; Phòng kỷ 400 mg; Thổ phục linh 320 mg; Hà thủ ô đỏ chế 320 mg; Thiên niên kiện 300 mg; Huyết giác 300 mg) 300 mg; Bột mịn dược liệu (tương đương: Hà thủ ô đỏ chế 80 mg;,"Chỉ định Phòng kỷ
Thuỷ thũng, thấp cước khí, tiểu tiện không thông lợi, thấp chẩn, nhọt độc, phong thấp tê đau.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-57976/rheumapain-h.aspx
VN-20441-17,Abbsin 200,Acetylcystein 200mg,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Viên nén sủi bọt,,,https://thuocbietduoc.com.vn/thuoc-54629/abbsin-200.aspx
VNA-1737-04,"Haloperidol 1,5mg",Haloperidol,"Chỉ định Haloperidol
Trong chuyên khoa tâm thần: Các trạng thái kích động tâm thần - vận động nguyên nhân khác nhau (trạng thái hưng cảm, cơn hoang tưởng cấp, mê sảng, run do rượu); các trạng thái loạn thần mạn tính (hoang tưởng mạn tính, hội chứng paranoia, hội chứng paraphrenia, bệnh tâm thần phân liệt); trạng thái mê sảng, lú lẫn kèm theo kích động; hành vi gây gổ tấn công; các bệnh tâm căn và cơ thể tâm sinh có biểu hiện lo âu (dùng liều thấp).
Chuyên khoa khác: Chống nôn, gây mê, làm dịu các phản ứng sau liệu pháp tia xạ và hóa trị liệu bệnh ung thư.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-6523/haloperidol-15mg.aspx
VNA-1887-04,Rovas 3MUI,Spiramycin,"Chỉ định Spiramycin
Các bệnh nhiễm do vi khuẩn nhạy cảm: - Viêm họng. - Viêm xoang cấp. - Bội nhiễm viêm phế quản cấp. - Cơn kịch phát viêm phế quản mãn. - Viêm phổi cộng đồng ở những người: - không có yếu tố nguy cơ, - không có dấu hiệu lâm sàng nặng, - thiếu những yếu tố lâm sàng gợi đến nguyên nhân do pneumocoques. Trong trường hợp nghi ngờ viêm phổi không điển hình, macrolides được chỉ định trong bất cứ trường hợp bệnh nặng nhẹ hoặc cơ địa nào. - Nhiễm trùng da lành tính: chốc lở, chốc lở hóa của bệnh da, chốc loét, nhiễm trùng da-dưới da (đặc biệt viêm quầng). - Nhiễm trùng miệng. - Nhiễm trùng sinh dục không do lậu cầu. - Phòng ngừa viêm màng não do màng não cầu: Trong trường hợp chống chỉ định với rifampicine, mục đích là diệt N. meningitidis ở mũi hầu. Spiramycine không dùng để điều trị viêm màng não do màng não cầu, mà chỉ được chỉ định trong phòng ngừa cho bệnh nhân đã điều trị lành bệnh, trước khi trở lại sinh hoạt trong tập thể và cho người đã tiếp xúc với bệnh nhân trong 10 ngày trước khi nhập viện. - Phòng ngừa tái phát thấp khớp cấp ở bệnh nhân dị ứng với penicillin. - Bệnh Toxoplasma ở phụ nữ có thai.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-20165/rovas-3mui.aspx
VD-0096-06,"Ciprofloxacin 0,3%",Ciprofloxacin,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-8156/ciprofloxacin-03.aspx
VN-21352-18,Toropi 10,Lercanidipin hydroclorid 10mg,"Chỉ định Lercanidipine
Ðiều trị tăng huyết áp. Có thể dùng đơn độc hoặc phối hợp với các thuốc điều trị tăng huyết áp khác như: thuốc lợi tiểu, thuốc chẹn bêta, thuốc ức chế men chuyển.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-60030/toropi-10.aspx
VD-28913-18,HYYR,Erlotinib hydroclorid tương đương Erlotinib 150mg,"Chỉ định Erlotinib
Ung thư phổi không phải tế bào nhỏ:
Erlotinib được chỉ định để điều trị những bệnh nhân ung thư phổi không phải tế bào nhỏ tiến triển tại chỗ hoặc di căn sau khi thất bại ít nhất một chế độ hóa trị liệu trước đó.
Ung thư tuỵ:
Erlotinib phối hợp với gemcitabine được chỉ định để điều trị bước một cho những bệnh nhân ung thư tụy tiến triển tại chỗ, không cắt bỏ được hoặc di căn.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-56584/hyyr.aspx
VN-14675-12,Bactamox Plus Injection 1.5g,"Amoxicillin sodium, sulbactam sodium","Chỉ định Sulbactam
Sulbactam phối hợp duy nhất với ampicillin dùng để điều trị các bệnh nhiễm trùng đường hô hấp, niệu đạo, mô mềm, ổ bụng...gây bởi các vi khuẩn nhạy cảm, nhất là các chủng sinh beta lactamase.",Thuốc bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-41732/bactamox-plus-injection-15g.aspx
VN-6804-02,Human Albumin 5% Biotest Isotonic,Human albumin,"Chỉ định Albumin
Albumin 5%: 1. Ðiều trị sốc giảm thể tích. 2. Giảm albumin máu trầm trọng. Tuy nhiên dung dịch albumin chỉ điều trị triệu chứng, nên phối hợp với điều trị nguyên nhân. 3. Phụ trợ trong lọc thận nhân tạo và phẫu thuật có tuần hoàn ngoài cơ thể. Trong trường hợp đòi hỏi dịch keo nồng độ cao và ít cần dịch nên sử dụng loại 25%. Albumin 20% và 25%: 1. Ðiều trị sốc giảm thể tích. 2. Phụ trợ trong lọc thận nhân tạo cho bệnh nhân lọc thận dài ngày hoặc cho bệnh nhân bị quá tải tuần hoàn và không dung nạp thể tích lớn dung dịch muối trong điều trị sốc hoặc hạ huyết áp. 3. Trong các phẫu thuật tim phổi; tuy nhiên, chưa xác lập được chế độ điều trị tối ưu. Có thể được chỉ định: - Hội chứng suy hô hấp cấp ở người lớn (ARDS). - Chấn thương nặng hoặc phẫu thuật làm sự mất albumin gia tăng hoặc sự tổng hợp không đầy đủ. - Thận hư cấp không đáp ứng điều trị với cyclophosphamid hoặc steroid. Ðiều trị bằng steroid có thể làm tăng phù nề mà có thể đáp ứng với điều trị phối hợp albumin và thuốc lợi tiểu. - Suy gan cấp hoặc cổ chướng, điều trị thay đổi tùy từng bệnh nhân. Trừ phi nguyên nhân gây giảm albumin huyết được điều chỉnh, truyền albumin chỉ làm mất các triệu chứng. Không có lý do giá trị nào dùng albumin như chất dinh dưỡng truyền tĩnh mạch. Sử dụng cho trẻ em: Albumin (Người) U.S.P. 20% và 25% được chỉ định phối hợp truyền thay máu trong điều trị tăng bilirubin huyết sơ sinh. Sự sử dụng ALBUMIN (NGƯỜI) U.S.P, Albumin cho trẻ em chưa được đánh giá trên lâm sàng. Vì vậy, bác sĩ nên cân nhắc giữa nguy cơ và lợi ích của sự dùng Albumin (Người) cho trẻ em.",Dung dịch tiêm tĩnh mạch,,,https://thuocbietduoc.com.vn/thuoc-12611/human-albumin-5-biotest-isotonic.aspx
